Timepoint,institution,category,value,mean_distance,std_distance,count,unique_respondents
1,TP_Acquaintance,gender_ord,1.0,3.9450549450549453,1.500834118916229,91,91
1,TP_Co_worker,gender_ord,1.0,3.802197802197802,1.4773834243898172,91,91
1,TP_Company_cust,gender_ord,1.0,4.43956043956044,1.5217591516895552,91,91
1,TP_Company_notcust,gender_ord,1.0,5.241758241758242,1.6009765029898984,91,91
1,TP_Employer,gender_ord,1.0,3.340659340659341,1.3599001615296793,91,91
1,TP_Financial,gender_ord,1.0,3.5934065934065935,1.4755640878285758,91,91
1,TP_Friend,gender_ord,1.0,2.131868131868132,1.185175010131333,91,91
1,TP_Gov,gender_ord,1.0,4.681318681318682,1.698882775886166,91,91
1,TP_Medical,gender_ord,1.0,2.1758241758241756,1.0810838860802472,91,91
1,TP_Neighbor,gender_ord,1.0,4.142857142857143,1.4724992252133677,91,91
1,TP_NonProf,gender_ord,1.0,3.89010989010989,1.3453669425150192,91,91
1,TP_Platform,gender_ord,1.0,4.549450549450549,1.607370082973608,91,91
1,TP_Police,gender_ord,1.0,4.655555555555556,1.8430623704512235,90,90
1,TP_Relative,gender_ord,1.0,2.2967032967032965,1.2155886136582879,91,91
1,TP_Researcher,gender_ord,1.0,3.10989010989011,1.1780449854695652,91,91
1,TP_School,gender_ord,1.0,3.6483516483516483,1.478540018423778,91,91
1,TP_Stranger,gender_ord,1.0,5.714285714285714,1.424279266355945,91,91
1,TP_Acquaintance,gender_ord,2.0,4.378378378378378,1.4972447167185938,37,37
1,TP_Co_worker,gender_ord,2.0,3.891891891891892,1.5417123197525788,37,37
1,TP_Company_cust,gender_ord,2.0,4.972972972972973,1.6242346314920573,37,37
1,TP_Company_notcust,gender_ord,2.0,5.583333333333333,1.5560940111151933,36,36
1,TP_Employer,gender_ord,2.0,4.027027027027027,1.5896625513067315,37,37
1,TP_Financial,gender_ord,2.0,4.324324324324325,1.6841426116384373,37,37
1,TP_Friend,gender_ord,2.0,2.081081081081081,0.9538919802105005,37,37
1,TP_Gov,gender_ord,2.0,5.0,1.810463415200036,37,37
1,TP_Medical,gender_ord,2.0,3.138888888888889,1.6587909155729368,36,36
1,TP_Neighbor,gender_ord,2.0,4.72972972972973,1.3874166371083074,37,37
1,TP_NonProf,gender_ord,2.0,4.27027027027027,1.539275598900135,37,37
1,TP_Platform,gender_ord,2.0,4.972222222222222,1.7318216851645984,36,36
1,TP_Police,gender_ord,2.0,5.108108108108108,1.852682496390688,37,37
1,TP_Relative,gender_ord,2.0,3.4054054054054053,1.755300852014002,37,37
1,TP_Researcher,gender_ord,2.0,3.5135135135135136,1.4067618771416075,37,37
1,TP_School,gender_ord,2.0,4.135135135135135,1.6859247736308824,37,37
1,TP_Stranger,gender_ord,2.0,5.972972972972973,1.3434302381608079,37,37
1,TP_Acquaintance,multi_platform_ord,0.0,4.0,1.5811388300841895,9,9
1,TP_Co_worker,multi_platform_ord,0.0,3.5555555555555554,1.0137937550497031,9,9
1,TP_Company_cust,multi_platform_ord,0.0,5.111111111111111,1.2692955176439848,9,9
1,TP_Company_notcust,multi_platform_ord,0.0,5.777777777777778,0.8333333333333334,9,9
1,TP_Employer,multi_platform_ord,0.0,3.5555555555555554,1.6666666666666667,9,9
1,TP_Financial,multi_platform_ord,0.0,3.6666666666666665,1.4142135623730951,9,9
1,TP_Friend,multi_platform_ord,0.0,2.2222222222222223,0.6666666666666667,9,9
1,TP_Gov,multi_platform_ord,0.0,5.111111111111111,1.6158932858054431,9,9
1,TP_Medical,multi_platform_ord,0.0,2.2222222222222223,0.6666666666666667,9,9
1,TP_Neighbor,multi_platform_ord,0.0,4.666666666666667,1.0,9,9
1,TP_NonProf,multi_platform_ord,0.0,3.7777777777777777,1.092906420717,9,9
1,TP_Platform,multi_platform_ord,0.0,5.0,1.8708286933869707,9,9
1,TP_Police,multi_platform_ord,0.0,5.333333333333333,1.58113883008419,9,9
